   Coeff   Det    RedA RedB RedC X Y UnredA UnredB UnredC
    -15    784   10, 4, 80   1, 201    3233698, 16084, 80
     -5    784   14, 0, 56    1, 30    50414, 1680, 56
     15    784   16, 4, 50   1, 100    500816, 5004, 50
     15    784   16, 4, 50   1, 199    1981658, 9954, 50
      9    784   20, 4, 40    1, 41    67588, 1644, 40
      9    784   20, 4, 40   1, 125    626020, 5004, 40
      0    784   26, 10, 34    1, 98    328522, 3342, 34
      0    784   26, 10, 34   1, 211    1517960, 7184, 34
      6    784   28, 0, 28    1, 60    100828, 1680, 28
     18    791   2, 1, 396    1, 61    1473640, 24157, 396
    -12    791   4, 1, 198   1, 122    2947280, 24157, 198
    -12    791   4, 1, 198   1, 141    3936724, 27919, 198
    -12    791   6, 1, 132    1, 73    703580, 9637, 132
    -12    791   6, 1, 132   1, 183    4420920, 24157, 132
    -12    791   8, 3, 100   1, 236    5571024, 23603, 100
      3    791   8, 3, 100   1, 257    6606450, 25703, 100
    -12    791   10, 3, 80    1, 18    26038, 1443, 80
    -12    791   10, 3, 80   1, 252    5081842, 20163, 80
     18    791   12, 1, 66    1, 89    522976, 5875, 66
      3    791   12, 1, 66   1, 146    1407160, 9637, 66
      3    791   12, 5, 68    1, 13    11634, 889, 68
    -12    791   12, 5, 68   1, 272    5033644, 18501, 68
    -12    791   14, 7, 60    1, 22    29362, 1327, 60
     18    791   16, 3, 50   1, 195    1902436, 9753, 50
    -12    791   16, 3, 50   1, 237    2809888, 11853, 50
      3    791   18, 1, 44   1, 219    2110740, 9637, 44
    -12    791   18, 1, 44   1, 272    3255858, 11969, 44
     18    791   20, 3, 40    1, 36    52076, 1443, 40
      3    791   20, 3, 40   1, 227    2062542, 9083, 40
      3    791   20, 7, 42    1, 21    18836, 889, 42
    -12    791   20, 7, 42    1, 71    212736, 2989, 42
    -12    791   22, 1, 36    1, 83    248192, 2989, 36
      3    791   22, 1, 36   1, 117    493060, 4213, 36
      3    791   24, 5, 34    1, 26    23268, 889, 34
     18    791   24, 5, 34   1, 267    2426520, 9083, 34
     18    791   24, 11, 38    1, 96    352344, 3659, 38
      3    791   24, 11, 38   1, 195    1449264, 7421, 38
      3    791   28, 7, 30    1, 44    58724, 1327, 30
     18    791   28, 7, 30   1, 251    1893572, 7537, 30
    -12    791   30, 13, 32    1, 62    124650, 1997, 32
     18    791   30, 13, 32    1, 93    279216, 2989, 32
     19    792   2, 0, 396    1, 47    874766, 18612, 396
    -11    792   4, 0, 198    1, 94    1749532, 18612, 198
      1    792   6, 0, 132   1, 136    2441478, 17952, 132
      1    792   12, 0, 66     1, 5    1662, 330, 66
    -11    792   18, 0, 44   1, 131    755102, 5764, 44
      4    792   18, 6, 46    1, 77    273676, 3548, 46
    -11    792   18, 6, 46   1, 272    3406546, 12518, 46
      4    792   22, 0, 36    1, 37    49306, 1332, 36
     19    792   26, 12, 36    1, 55    110246, 1992, 36
    -11    792   26, 12, 36   1, 129    602198, 4656, 36
     -2    795   2, 1, 398   1, 158    9935990, 62885, 398
     -2    795   6, 3, 134     1, 2    554, 271, 134
     -2    795   10, 5, 82    1, 10    8310, 825, 82
     -2    795   30, 15, 34    1, 89    272014, 3041, 34
      9    803   2, 1, 402    1, 28    315226, 11257, 402
     -6    803   6, 1, 134    1, 84    945678, 11257, 134
      9    803   6, 1, 134   1, 255    8713866, 34171, 134
      9    803   14, 3, 58     1, 3    554, 177, 58
     -6    803   14, 3, 58    1, 16    14958, 931, 58
     -6    803   18, 5, 46    1, 76    266474, 3501, 46
      9    803   18, 5, 46   1, 261    3136194, 12011, 46
      9    803   22, 11, 42   1, 167    1175034, 7025, 42
      9    803   26, 9, 34    1, 76    197778, 2593, 34
     -6    803   26, 9, 34   1, 119    483642, 4055, 34
      6    804   2, 0, 402   1, 125    6281252, 50250, 402
     -9    804   4, 2, 202    1, 20    80884, 4042, 202
     -9    804   6, 0, 134    1, 98    1286942, 13132, 134
    -24    804   10, 4, 82    1, 52    222154, 4268, 82
     -9    804   10, 4, 82    1, 56    257610, 4596, 82
      6    804   12, 6, 70    1, 26    47644, 1826, 70
     -9    804   14, 6, 60   1, 215    2776094, 12906, 60
     -9    804   14, 6, 60   1, 228    3121790, 13686, 60
      6    804   20, 6, 42   1, 207    1802162, 8700, 42
     21    804   20, 6, 42   1, 228    2186084, 9582, 42
      6    804   28, 6, 30   1, 153    704134, 4596, 30
      6    804   28, 6, 30   1, 179    963406, 5376, 30
    -23    808   2, 0, 404   1, 101    4121206, 40804, 404
     22    808   4, 0, 202    1, 75    1136254, 15150, 202
    -23    808   14, 2, 58   1, 137    1089164, 7948, 58
      7    808   14, 2, 58   1, 245    3482444, 14212, 58
      7    808   28, 12, 34   1, 266    2412116, 9056, 34
     22    808   28, 12, 34   1, 271    2503526, 9226, 34
      4    812   2, 0, 406    1, 54    1183898, 21924, 406
    -28    812   4, 2, 204    1, 45    413284, 9182, 204
    -26    812   6, 2, 136   1, 128    2228742, 17410, 136
      4    812   6, 2, 136   1, 206    5772126, 28018, 136
     19    812   8, 2, 102    1, 90    826568, 9182, 102
     19    812   8, 2, 102   1, 263    7056298, 26828, 102
      2    812   12, 2, 68   1, 135    1239852, 9182, 68
     32    812   12, 2, 68   1, 256    4457484, 17410, 68
     19    812   14, 0, 58   1, 101    591672, 5858, 58
      4    812   18, 4, 46    1, 55    139608, 2534, 46
     19    812   18, 4, 46   1, 270    3355578, 12424, 46
    -11    812   24, 2, 34   1, 235    1878614, 7992, 34
      4    812   24, 2, 34   1, 270    2479704, 9182, 34
    -11    812   24, 10, 38    1, 81    250962, 3088, 38
    -11    812   24, 10, 38   1, 108    445416, 4114, 38
    -28    812   28, 14, 36    1, 70    178388, 2534, 36
      7    815   2, 1, 408    1, 55    1234312, 22441, 408
      7    815   4, 1, 204   1, 110    2468624, 22441, 204
     -8    815   4, 1, 204   1, 186    7057960, 37945, 204
      7    815   6, 1, 136     1, 2    554, 273, 136
     -8    815   6, 1, 136   1, 165    3702936, 22441, 136
      7    815   8, 1, 102    1, 95    920748, 9691, 102
    -23    815   8, 1, 102   1, 220    4937248, 22441, 102
    -23    815   10, 5, 84   1, 122    1251486, 10253, 84
      7    815   12, 1, 68     1, 4    1108, 273, 68
     22    815   12, 1, 68    1, 53    191130, 3605, 68
     -8    815   12, 5, 70    1, 91    580592, 6375, 70
     -8    815   12, 5, 70   1, 265    4918412, 18555, 70
     -8    815   14, 5, 60    1, 60    216614, 3605, 60
      7    815   14, 5, 60   1, 263    4152784, 15785, 60
     22    815   16, 7, 54    1, 87    409960, 4705, 54
     -8    815   16, 7, 54   1, 200    2162816, 10807, 54
     -8    815   18, 7, 48   1, 225    2433168, 10807, 48
     -8    815   18, 7, 48   1, 271    3528980, 13015, 48
      7    815   20, 5, 42   1, 244    2502972, 10253, 42
      7    815   20, 5, 42   1, 257    2776648, 10799, 42
    -23    815   24, 1, 34     1, 8    2216, 273, 34
      7    815   24, 1, 34   1, 106    382260, 3605, 34
     -8    815   24, 7, 36    1, 23    19390, 835, 36
      7    815   24, 7, 36   1, 269    2608786, 9691, 36
     22    815   26, 11, 36   1, 115    478656, 4151, 36
      7    815   26, 11, 36   1, 146    770614, 5267, 36
     22    815   28, 5, 30   1, 120    433228, 3605, 30
    -23    815   28, 5, 30   1, 249    1862548, 7475, 30
      7    815   28, 9, 32   1, 147    694162, 4713, 32
     -8    815   28, 9, 32   1, 216    1496908, 6921, 32
     17    819   2, 1, 410   1, 104    4434770, 42641, 410
      8    819   6, 3, 138    1, 40    221046, 5523, 138
      2    819   10, 1, 82    1, 61    305254, 5003, 82
      2    819   10, 1, 82   1, 243    4842514, 19927, 82
    -13    819   14, 7, 62   1, 161    1609370, 9989, 62
      2    819   18, 3, 46   1, 120    663138, 5523, 46
      2    819   18, 3, 46   1, 193    1714630, 8881, 46
    -13    819   18, 9, 50   1, 210    2208798, 10509, 50
      2    819   26, 13, 38    1, 73    204426, 2787, 38
     -7    819   30, 9, 30    1, 73    161214, 2199, 30
      2    824   2, 0, 412   1, 133    7287870, 54796, 412
      2    824   4, 0, 206    1, 11    24930, 2266, 206
      2    824   6, 2, 138   1, 104    1493030, 14354, 138
    -13    824   6, 2, 138   1, 181    4521748, 24980, 138
      2    824   10, 4, 84   1, 205    3531750, 17224, 84
     17    824   10, 4, 84   1, 217    3957222, 18232, 84
      2    824   12, 4, 70   1, 205    2943402, 14354, 70
      2    824   12, 4, 70   1, 246    4238100, 17224, 70
     17    824   14, 4, 60    1, 10    6094, 604, 60
    -13    824   14, 4, 60   1, 193    2236498, 11584, 60
    -13    824   18, 2, 46    1, 35    56508, 1612, 46
      2    824   18, 2, 46   1, 266    3255858, 12238, 46
      2    824   20, 4, 42   1, 133    744022, 5590, 42
    -13    824   20, 4, 42   1, 157    1036534, 6598, 42
    -13    824   22, 10, 42   1, 212    1891910, 8914, 42
     17    824   22, 10, 42   1, 236    2343974, 9922, 42
    -13    824   28, 4, 30    1, 20    12188, 604, 30
     17    824   28, 4, 30   1, 109    357330, 3274, 30
      2    824   30, 14, 34    1, 47    76452, 1612, 34
      2    824   30, 14, 34   1, 164    919086, 5590, 34
      5    827   2, 1, 414     1, 2    1662, 829, 414
      5    827   6, 1, 138     1, 6    4986, 829, 138
      5    827   6, 1, 138   1, 275    10436806, 37951, 138
      5    827   18, 1, 46    1, 18    14958, 829, 46
      5    827   18, 1, 46   1, 271    3378846, 12467, 46
      5    827   22, 3, 38    1, 51    99166, 1941, 38
    -25    827   22, 3, 38   1, 255    2472502, 9693, 38
     15    828   2, 0, 414    1, 98    3976058, 40572, 414
    -15    828   4, 2, 208    1, 26    140716, 5410, 208
      0    828   6, 0, 138    1, 17    39888, 2346, 138
      0    828   8, 2, 104    1, 52    281432, 5410, 104
      0    828   8, 2, 104   1, 193    3874676, 20074, 104
      0    828   12, 6, 72   1, 152    1665324, 10950, 72
    -15    828   16, 2, 52   1, 104    562864, 5410, 52
     30    828   16, 2, 52   1, 109    618264, 5670, 52
    -15    828   16, 6, 54    1, 18    17728, 978, 54
     15    828   16, 6, 54   1, 228    2809888, 12318, 54
    -15    828   18, 0, 46    1, 51    119664, 2346, 46
      0    828   18, 6, 48   1, 118    669786, 5670, 48
      0    828   18, 6, 48   1, 228    2497986, 10950, 48
      0    828   24, 6, 36    1, 27    26592, 978, 36
      0    828   24, 6, 36    1, 65    152904, 2346, 36
     15    828   26, 2, 32     1, 4    554, 130, 32
    -15    828   26, 2, 32   1, 169    914654, 5410, 32
      0    828   32, 14, 32   1, 134    578376, 4302, 32
      0    831   2, 1, 416   1, 275    31460552, 114401, 416
      0    831   4, 1, 208   1, 273    15502582, 56785, 208
      0    831   6, 3, 140   1, 275    10589156, 38503, 140
      0    831   8, 1, 104   1, 269    7526090, 27977, 104
      0    831   10, 3, 84    1, 89    665908, 7479, 84
      0    831   12, 3, 70   1, 273    5218680, 19113, 70
      0    831   14, 3, 60   1, 180    1945094, 10803, 60
    -15    831   16, 1, 52   1, 261    3542830, 13573, 52
      0    831   20, 3, 42   1, 178    1331816, 7479, 42
     15    831   20, 7, 44   1, 195    1675850, 8587, 44
    -15    831   22, 7, 40    1, 76    232126, 3047, 40
      0    831   24, 9, 38   1, 182    1262012, 6925, 38
     15    831   26, 1, 32   1, 251    2016560, 8033, 32
      0    831   28, 3, 30    1, 83    207196, 2493, 30
      0    831   28, 11, 34    1, 73    182820, 2493, 34
      5    832   2, 0, 416   1, 120    5990402, 49920, 416
    -20    832   4, 0, 208    1, 37    284756, 7696, 208
     20    832   8, 0, 104    1, 74    569512, 7696, 104
      5    832   8, 4, 106   1, 173    3173866, 18342, 106
     20    832   14, 6, 62   1, 260    4194334, 16126, 62
    -10    832   14, 6, 62   1, 267    4423136, 16560, 62
     10    832   16, 0, 52   1, 129    865348, 6708, 52
    -10    832   16, 8, 56   1, 179    1797176, 10032, 56
    -10    832   22, 2, 38    1, 89    301376, 3384, 38
     20    832   22, 2, 38   1, 115    503032, 4372, 38
    -10    832   26, 0, 32   1, 102    332954, 3264, 32
     -5    832   28, 8, 32   1, 171    938476, 5480, 32
     -5    832   28, 8, 32   1, 244    1909084, 7816, 32
    -10    832   32, 16, 34   1, 177    1070882, 6034, 34
      0    835   2, 1, 418     1, 7    20498, 2927, 418
    -15    835   10, 5, 86    1, 11    10526, 951, 86
    -15    835   22, 1, 38    1, 25    23822, 951, 38
      0    835   22, 1, 38    1, 77    225478, 2927, 38
      0    835   26, 7, 34    1, 37    47090, 1265, 34
      0    835   26, 7, 34   1, 207    1459790, 7045, 34
    -22    840   2, 0, 420    1, 40    672002, 16800, 420
      8    840   4, 0, 210    1, 80    1344004, 16800, 210
      8    840   6, 0, 140   1, 120    2016006, 16800, 140
     -7    840   10, 0, 84    1, 77    498046, 6468, 84
     -7    840   12, 0, 70    1, 37    95842, 2590, 70
    -22    840   14, 0, 60     1, 3    554, 180, 60
      8    840   20, 0, 42   1, 123    635438, 5166, 42
      8    840   28, 0, 30     1, 6    1108, 180, 30
      9    843   2, 1, 422    1, 56    1323506, 23633, 422
      9    843   6, 3, 142   1, 143    2904622, 20309, 142
      9    843   14, 5, 62   1, 137    1165062, 8499, 62
      9    843   14, 5, 62   1, 256    4065806, 15877, 62
    -21    843   22, 9, 42   1, 114    547906, 4797, 42
      9    843   22, 9, 42   1, 123    637654, 5175, 42
      9    844   2, 0, 422   1, 129    7022504, 54438, 422
     12    844   4, 2, 212   1, 177    6642460, 37526, 212
     -6    844   8, 2, 106    1, 77    628790, 8164, 106
    -21    844   8, 2, 106   1, 247    6467950, 26184, 106
      9    844   10, 4, 86    1, 82    578930, 7056, 86
     -6    844   10, 4, 86   1, 240    4955530, 20644, 86
     12    844   20, 6, 44   1, 198    1727372, 8718, 44
    -18    844   20, 6, 44   1, 255    2864180, 11226, 44
      9    844   22, 6, 40   1, 107    459266, 4286, 40
    -21    844   22, 6, 40   1, 142    808286, 5686, 40
      9    844   26, 12, 38    1, 25    24376, 962, 38
      9    844   26, 12, 38    1, 91    316888, 3470, 38
      0    847   2, 1, 424    1, 77    2514052, 32649, 424
      0    847   4, 1, 212   1, 154    5028104, 32649, 212
     15    847   4, 1, 212   1, 204    8823004, 43249, 212
     15    847   8, 1, 106    1, 31    101936, 3287, 106
    -15    847   8, 1, 106   1, 131    1819336, 13887, 106
     15    847   14, 7, 64   1, 113    818812, 7239, 64
    -15    847   16, 7, 56    1, 19    20498, 1071, 56
    -15    847   16, 7, 56    1, 50    140716, 2807, 56
      4    847   22, 11, 44   1, 150    993322, 6611, 44
     15    847   28, 7, 32   1, 226    1637624, 7239, 32
    -15    847   28, 7, 32   1, 241    1861994, 7719, 32
     -8    852   2, 0, 426   1, 104    4607618, 44304, 426
     22    852   4, 2, 214   1, 119    3030934, 25468, 214
     -8    852   6, 0, 142    1, 35    173956, 4970, 142
     -8    852   12, 6, 74    1, 75    417162, 5556, 74
      7    852   14, 4, 62    1, 27    45428, 1678, 62
      7    852   14, 4, 62   1, 232    3338958, 14388, 62
      7    852   28, 10, 34    1, 97    321874, 3308, 34
      7    852   28, 10, 34   1, 212    1532364, 7218, 34
      6    856   2, 0, 428    1, 24    246530, 10272, 428
     -9    856   4, 0, 214    1, 48    493060, 10272, 214
      6    856   10, 2, 86    1, 55    260380, 4732, 86
     -9    856   10, 2, 86   1, 106    966730, 9118, 86
     -9    856   20, 8, 46   1, 186    1594412, 8564, 46
     -9    856   20, 8, 46   1, 187    1611586, 8610, 46
     10    859   2, 1, 430     1, 3    3878, 1291, 430
     -5    859   10, 1, 86    1, 15    19390, 1291, 86
     -5    859   10, 1, 86   1, 204    3579394, 17545, 86
     -5    859   14, 3, 62   1, 128    1016590, 7939, 62
     10    859   14, 3, 62   1, 274    4656370, 16991, 62
     -5    859   26, 5, 34   1, 103    361762, 3507, 34
     10    859   26, 5, 34   1, 190    1229326, 6465, 34
    -12    860   2, 0, 430   1, 137    8070672, 58910, 430
     -8    860   4, 2, 216   1, 165    5881264, 35642, 216
      3    860   6, 2, 144   1, 109    1711306, 15698, 144
     18    860   6, 2, 144   1, 268    10343734, 38594, 144
      7    860   8, 2, 108    1, 53    303592, 5726, 108
     22    860   8, 2, 108   1, 265    7585368, 28622, 108
     18    860   10, 0, 86   1, 131    1475856, 11266, 86
      7    860   12, 2, 72   1, 218    3422612, 15698, 72
     -8    860   12, 2, 72   1, 259    4830880, 18650, 72
      3    860   14, 6, 64   1, 124    985566, 7942, 64
    -12    860   14, 6, 64   1, 274    4808166, 17542, 64
    -12    860   16, 2, 54   1, 106    607184, 5726, 54
    -27    860   16, 2, 54   1, 253    3457514, 13664, 54
     22    860   16, 6, 56    1, 23    29916, 1294, 56
      7    860   16, 6, 56   1, 234    3069160, 13110, 56
     18    860   18, 2, 48    1, 50    120218, 2402, 48
    -12    860   18, 2, 48   1, 250    3001018, 12002, 48
     -8    860   20, 10, 48    1, 19    17728, 922, 48
      3    860   22, 8, 42    1, 57    137392, 2402, 42
     18    860   22, 8, 42   1, 246    2545630, 10340, 42
      7    860   24, 2, 36   1, 159    910776, 5726, 36
     -8    860   24, 2, 36   1, 241    2091904, 8678, 36
     -8    860   24, 10, 40   1, 189    1432644, 7570, 40
     -8    860   24, 10, 40   1, 226    2047584, 9050, 40
     -8    860   28, 6, 32   1, 248    1971132, 7942, 32
     -8    860   28, 6, 32   1, 271    2353392, 8678, 32
    -27    860   30, 10, 32   1, 144    666462, 4618, 32
      3    860   30, 10, 32   1, 167    895818, 5354, 32
      3    867   2, 1, 434   1, 244    25839114, 105897, 434
    -12    867   6, 3, 146     1, 7    7202, 1025, 146
      3    867   14, 1, 62    1, 46    131298, 2853, 62
      3    867   14, 1, 62    1, 88    480318, 5457, 62
      3    867   26, 11, 38    1, 85    276446, 3241, 38
    -12    867   26, 11, 38   1, 206    1617126, 7839, 38
     12    867   34, 17, 34   1, 116    461482, 3961, 34
     -3    871   2, 1, 436   1, 168    12306002, 73249, 436
     -3    871   4, 1, 218    1, 59    758980, 12863, 218
     12    871   4, 1, 218   1, 157    5373800, 34227, 218
     -3    871   8, 3, 110   1, 155    2643688, 17053, 110
    -18    871   8, 3, 110   1, 268    7902256, 29483, 110
     -3    871   10, 3, 88    1, 58    296390, 5107, 88
     12    871   10, 3, 88   1, 263    6088460, 23147, 88
     -3    871   14, 5, 64    1, 24    37118, 1541, 64
     12    871   14, 5, 64   1, 123    969500, 7877, 64
     27    871   16, 5, 56    1, 67    252070, 3757, 56
     12    871   16, 5, 56   1, 101    572282, 5661, 56
     -3    871   20, 3, 44   1, 116    592780, 5107, 44
     -3    871   20, 3, 44   1, 249    2729558, 10959, 44
    -18    871   20, 7, 46   1, 147    996092, 6769, 46
     12    871   20, 7, 46   1, 214    2109632, 9851, 46
     -3    871   22, 3, 40    1, 80    256502, 3203, 40
     -3    871   22, 3, 40   1, 183    1340680, 7323, 40
     -3    871   26, 13, 40   1, 149    891940, 5973, 40
    -18    871   28, 5, 32    1, 48    74236, 1541, 32
    -18    871   28, 5, 32   1, 246    1939000, 7877, 32
     -3    871   28, 9, 34   1, 208    1474748, 7081, 34
     12    871   28, 9, 34   1, 264    2374444, 8985, 34
     21    872   2, 0, 436    1, 51    1134038, 22236, 436
    -24    872   4, 0, 218   1, 102    2268076, 22236, 218
     -9    872   6, 2, 146    1, 45    295836, 6572, 146
    -24    872   6, 2, 146   1, 213    6624732, 31100, 146
     21    872   12, 4, 74   1, 231    3950574, 17098, 74
     -9    872   12, 4, 74   1, 263    5120622, 19466, 74
      6    872   18, 8, 52    1, 41    88086, 2140, 52
     -9    872   18, 8, 52   1, 257    3438678, 13372, 52
     -9    872   26, 8, 36    1, 90    293066, 3248, 36
      6    872   26, 8, 36   1, 125    564526, 4508, 36
     12    879   2, 1, 440    1, 38    635438, 16721, 440
    -18    879   4, 1, 220    1, 76    1270876, 16721, 220
     -3    879   4, 1, 220   1, 133    3891850, 29261, 220
     -3    879   6, 3, 148   1, 164    3981598, 24275, 148
    -18    879   8, 1, 110   1, 152    2541752, 16721, 110
     12    879   8, 1, 110   1, 266    7783700, 29261, 110
     -3    879   10, 1, 88   1, 190    3177190, 16721, 88
     -3    879   10, 1, 88   1, 194    3312366, 17073, 88
     12    879   12, 3, 74    1, 51    192792, 3777, 74
     -3    879   12, 3, 74   1, 181    2425412, 13397, 74
     42    879   16, 7, 58    1, 65    245976, 3777, 58
     -3    879   16, 7, 58   1, 164    1562280, 9519, 58
     12    879   20, 1, 44   1, 103    467022, 4533, 44
     12    879   20, 1, 44   1, 111    542366, 4885, 44
     12    879   20, 9, 48    1, 25    30470, 1209, 48
    -18    879   20, 9, 48   1, 217    2264198, 10425, 48
     -3    879   22, 1, 40    1, 39    60940, 1561, 40
    -18    879   22, 1, 40   1, 141    795544, 5641, 40
     -3    879   24, 9, 40    1, 30    36564, 1209, 40
     -3    879   24, 9, 40   1, 205    1684714, 8209, 40
     -3    879   30, 9, 32   1, 176    994430, 5641, 32
    -18    879   30, 9, 32   1, 187    1122404, 5993, 32
      1    880   2, 0, 440    1, 62    1691362, 27280, 440
      7    880   4, 0, 220   1, 124    3382724, 27280, 220
    -14    880   8, 0, 110    1, 29    92518, 3190, 110
      5    880   8, 4, 112    1, 16    28808, 1796, 112
      1    880   10, 0, 88    1, 33    95842, 2904, 88
    -14    880   14, 4, 64    1, 28    50414, 1796, 64
      1    880   14, 4, 64   1, 145    1346774, 9284, 64
    -10    880   16, 4, 56    1, 32    57616, 1796, 56
      5    880   16, 4, 56    1, 47    124096, 2636, 56
      7    880   20, 0, 44    1, 66    191684, 2904, 44
      1    880   22, 0, 40   1, 128    655382, 5120, 40
      1    880   26, 2, 34   1, 232    1830970, 7890, 34
      1    880   26, 2, 34   1, 273    2535104, 9284, 34
      7    880   28, 4, 32    1, 13    5540, 420, 32
      7    880   28, 4, 32    1, 56    100828, 1796, 32
    -10    880   32, 12, 32    1, 82    217168, 2636, 32
    -24    883   2, 1, 442   1, 173    13228966, 76467, 442
      6    883   26, 1, 34    1, 33    37118, 1123, 34
      6    883   26, 1, 34    1, 81    223262, 2755, 34
     -4    888   2, 0, 444    1, 39    675326, 17316, 444
     11    888   4, 0, 222    1, 78    1350652, 17316, 222
     -4    888   6, 0, 148   1, 117    2025978, 17316, 148
     -4    888   12, 0, 74    1, 43    136838, 3182, 74
     11    888   14, 6, 66    1, 86    489182, 5682, 66
     -4    888   14, 6, 66   1, 216    3081902, 14262, 66
     11    888   22, 6, 42    1, 56    132406, 2358, 42
    -19    888   22, 6, 42   1, 102    438214, 4290, 42
     11    888   26, 10, 38   1, 193    1419348, 7344, 38
     -4    888   26, 10, 38   1, 273    2837588, 10384, 38
     -4    888   28, 8, 34   1, 118    475332, 4020, 34
    -19    888   28, 8, 34   1, 240    1962268, 8168, 34
     20    895   2, 1, 448    1, 19    161768, 8513, 448
    -25    895   4, 1, 224    1, 38    323536, 8513, 224
    -10    895   4, 1, 224   1, 192    8257924, 43009, 224
     20    895   8, 1, 112    1, 76    647072, 8513, 112
      5    895   8, 1, 112   1, 107    1282510, 11985, 112
    -10    895   10, 5, 92    1, 70    451510, 6445, 92
     20    895   14, 1, 64   1, 118    891386, 7553, 64
    -10    895   14, 1, 64   1, 133    1132376, 8513, 64
    -10    895   16, 1, 56   1, 152    1294144, 8513, 56
      5    895   16, 1, 56   1, 214    2565020, 11985, 56
     20    895   20, 5, 46   1, 140    903020, 6445, 46
      5    895   20, 5, 46   1, 197    1787204, 9067, 46
    -10    895   28, 1, 32   1, 236    1782772, 7553, 32
    -10    895   28, 1, 32   1, 266    2264752, 8513, 32
    -25    895   28, 13, 38     1, 5    1108, 203, 38
      5    895   28, 13, 38   1, 213    1729588, 8107, 38
    -19    900   2, 0, 450     1, 4    7202, 1800, 450
     26    900   4, 2, 226   1, 182    7486756, 41134, 226
     -1    900   6, 0, 150    1, 12    21606, 1800, 150
      6    900   10, 0, 90    1, 20    36010, 1800, 90
     -1    900   12, 6, 78    1, 23    41550, 1800, 78
     -4    900   18, 0, 50    1, 36    64818, 1800, 50
     26    900   18, 6, 52   1, 173    1558402, 9002, 52
     -4    900   18, 6, 52   1, 189    1859778, 9834, 52
     -9    900   20, 10, 50   1, 130    847620, 6510, 50
     -4    900   26, 6, 36    1, 96    332954, 3462, 36
    -19    900   26, 6, 36   1, 273    2686346, 9834, 36
     -6    900   30, 0, 30    1, 60    108030, 1800, 30
     -4    900   34, 16, 34   1, 191    1246500, 6510, 34
    -13    907   2, 1, 454    1, 81    2978858, 36775, 454
    -13    907   26, 9, 38   1, 140    747346, 5329, 38
    -13    907   26, 9, 38   1, 224    1910746, 8521, 38
     15    912   2, 0, 456    1, 79    2845898, 36024, 456
    -30    912   4, 0, 228   1, 119    3228712, 27132, 228
    -30    912   6, 0, 152    1, 40    243206, 6080, 152
     30    912   8, 0, 114    1, 39    173402, 4446, 114
    -15    912   8, 4, 116   1, 167    3236468, 19376, 116
     30    912   12, 0, 76    1, 80    486412, 6080, 76
     15    912   16, 4, 58    1, 57    188914, 3310, 58
     15    912   16, 4, 58   1, 153    1358962, 8878, 58
    -15    912   22, 10, 46   1, 144    956758, 6634, 46
    -15    912   22, 10, 46   1, 253    2949496, 11648, 46
    -15    912   24, 0, 38   1, 117    520206, 4446, 38
     15    912   24, 12, 44    1, 12    6648, 540, 44
      6    915   2, 1, 458     1, 9    37118, 4123, 458
     -9    915   6, 3, 154   1, 239    8798074, 36809, 154
     -9    915   10, 5, 94   1, 127    1517406, 11943, 94
      6    915   14, 3, 66    1, 55    199994, 3633, 66
      6    915   14, 3, 66    1, 96    608846, 6339, 66
     -9    915   22, 3, 42   1, 126    667570, 5295, 42
     -9    915   22, 3, 42   1, 230    2223202, 9663, 42
      6    915   30, 15, 38   1, 181    1250378, 6893, 38
     -6    916   2, 0, 458    1, 57    1488044, 26106, 458
     -6    916   4, 2, 230    1, 84    1623220, 19322, 230
     -6    916   10, 2, 92    1, 79    574498, 7270, 92
      9    916   10, 2, 92   1, 210    4058050, 19322, 92
    -21    916   14, 6, 68   1, 170    1967254, 11566, 68
      9    916   14, 6, 68   1, 172    2013790, 11702, 68
      9    916   20, 2, 46   1, 143    941246, 6580, 46
     -6    916   20, 2, 46   1, 158    1148996, 7270, 46
     24    916   28, 6, 34    1, 63    135730, 2148, 34
      9    916   28, 6, 34    1, 67    153458, 2284, 34
     13    919   2, 1, 460   1, 122    6846886, 56121, 460
    -17    919   4, 1, 230   1, 244    13693772, 56121, 230
     -2    919   4, 1, 230   1, 257    15191788, 59111, 230
     -2    919   8, 3, 116   1, 202    4734484, 23435, 116
     13    919   8, 3, 116   1, 223    5769910, 25871, 116
     -2    919   10, 1, 92    1, 56    288634, 5153, 92
     -2    919   10, 1, 92   1, 227    4741132, 20885, 92
     -2    919   16, 3, 58   1, 127    936260, 7369, 58
     -2    919   16, 3, 58   1, 169    1657568, 9805, 58
     -2    919   20, 1, 46   1, 112    577268, 5153, 46
     13    919   20, 1, 46   1, 177    1441508, 8143, 46
     13    919   20, 9, 50   1, 207    2146196, 10359, 50
     13    919   20, 9, 50   1, 258    3332864, 12909, 50
     13    919   22, 7, 44    1, 54    129082, 2383, 44
     -2    919   22, 7, 44    1, 59    154012, 2603, 44
    -17    919   26, 11, 40    1, 87    304700, 3491, 40
    -17    919   26, 11, 40   1, 231    2139548, 9251, 40
     -2    919   32, 13, 34    1, 11    4432, 387, 34
    -17    919   32, 13, 34    1, 86    253732, 2937, 34
     12    920   2, 0, 460    1, 77    2727342, 35420, 460
     12    920   4, 0, 230   1, 123    3479674, 28290, 230
     -3    920   6, 2, 154    1, 29    129636, 4468, 154
     -3    920   6, 2, 154   1, 212    6922230, 32650, 154
     -3    920   10, 0, 92   1, 108    1073098, 9936, 92
